glucose, eda_mean, eda_kurt, temp_mean, temp_std, temp_kurt, acc_x_mean, acc_x_std, acc_x_kurt, acc_y_mean, acc_y_std, acc_y_kurt, acc_z_mean, acc_z_std, hr_std, hr_kurt, hr_spectral_centroid, acc_z_spectral_bandwidth, acc_y_spectral_bandwidth, acc_x_spectral_bandwidth, eda_spectral_bandwidth,datetime_spectral_bandwidth,time
0.285856226354713,0.074264050183624,0.1032181063488448,0.7665117664581461,0.027710916590614,-1.2874005180875734,0.442424583825847,0.1551617595794152,-0.8943262233209133,0.6094818098921485,0.017615356265655,-0.5696018900345385,0.3338373123659756,0.0891675912616997,0.0077020425106842,-1.2553001359826528,0.0182233479324121,0.3907644358841585,0.1155051256283208,0.3173499387068396,0.2254243770151307,0.4373904588302429,0
0.4042930618830944,0.0756993571158833,1.0213837015601288,0.7828894846589207,0.0244088060666905,-1.3008185433011754,0.369611191144602,0.156567409350401,-1.3060671313121084,0.5985987367543941,0.0344239402640689,-0.3883294577467304,0.3913508934953538,0.1093459762782416,0.0083712339729385,-0.6724302400116442,0.028392465843305,0.3611556064973447,0.192718127248495,0.3763747755919177,0.2485448202265384,0.4189086173208569,1
0.42907020937874213,0.0769597282501849,2.2328291285206663,0.7952656141396081,0.017199118228811,-0.5777126782739566,0.3003778504235618,0.119862818731828,0.1796395303977611,0.5892647116624217,0.0412473783880028,-1.5506061413487453,0.4490134381701214,0.0950532910890542,0.012219747815675,-0.0243857976951993,0.0577556213960553,0.3547465120181626,0.1866396394381801,0.3927089763028072,0.2446486914561002,0.4023549202905133,2
0.44856148926600464,0.0773534275126654,6.059891731606536,0.8026094727435206,0.0089144965160579,0.408492403043688,0.2537238967691094,0.080207730378324,-0.6618347204317581,0.5791904458698864,0.0433516768211141,-1.6826071789518686,0.4943669525851799,0.0686626757666823,0.0226218379516871,-0.6067619165717035,0.1040560784879299,0.2966060429905235,0.2088886038197575,0.3236490198769405,0.2455869192484135,0.3874780599680642,3
0.37672287449061875,0.0770951550347558,6.181296892160367,0.8049250322708763,0.0050769746826738,-0.8360939512770149,0.219734165681639,0.0570805920268987,5.656062491060053,0.564402729302267,0.0396952464582337,-0.3332097875745492,0.5275500833928997,0.0404057148538151,0.0212968562191375,-0.8352090500191216,0.0036364026358818,0.2870585602158621,0.2088069097973706,0.338686053778453,0.2464174556517308,0.3740466215896745,4
0.22498310012257305,0.0753014607861943,2.147272894508484,0.8034137622877564,0.0058138259795476,-1.145105297675865,0.2188203371256894,0.0416591179181976,20.28943645013315,0.5471760525736565,0.0203248104443262,11.009125186142294,0.5440446032880628,0.0103286802959574,0.0176907366147227,-0.6858013753299335,0.0605764232066902,0.1621671549701756,0.1839418602627845,0.3361126788159269,0.2323071792130184,0.3618603868244164,5
0.22824958907522258,0.0635670587952651,44.6536566615984,0.7854691689008034,0.0060071413577991,-0.3771497060923634,0.1855238807624113,0.0349692464658935,20.22582070721038,0.5508376764770618,0.0356031566038348,5.676681152960384,0.4813766976411722,0.0472812890287818,0.0074529353390824,-0.3672400715209702,0.0090712447763464,0.2534401080505813,0.1524551382417962,0.2788617248443693,0.3206785619945706,0.3145528704991892,10
0.3550707591264189,0.0621276128195271,40.82842347124332,0.7810207526561405,0.0075971533805335,-0.746527747581728,0.1813847948680062,0.0372326103976294,17.145045531449643,0.5513182129044429,0.0349201314180762,6.504950374003146,0.4768684060042887,0.0417063502029377,0.0094370562103145,0.0200231653036744,0.0543807634807939,0.1848326049950535,0.1456543127925341,0.2708364330068971,0.3107162561383669,0.3070978633454801,11
0.2142879199395471,0.0613334034425099,22.38288224989016,0.7719630622579672,0.009156126021571,-0.7094227145109699,0.1888481641548462,0.0310266771531132,-0.4038421232951505,0.5554065457661226,0.0209464829132382,21.739941944364435,0.4605437217059805,0.0267755521508002,0.0143050964551308,-0.0795799115315558,0.0326018670013658,0.1787448413013054,0.2598121555028723,0.2468452010661961,0.3147871117311714,0.2936313706954915,13
0.24596558107440347,0.0604346849419104,4.838845929007368,0.7652070300863852,0.0088407167481101,-0.7139250181207197,0.1977165213750984,0.0320561267190644,0.583667539397148,0.5638570850234254,0.0140022362425471,30.29368167854849,0.4600440552775792,0.0149585467343629,0.0157681721590644,-0.7794691161453211,0.010840715629933,0.2026191854985032,0.2428094751190205,0.2139791432306227,0.2527288769622485,0.2875225423808371,14
